id,commonName,scientificName,pathogen,probability,evaluation,observationsEval
ID_1709148999755,Virus del mosaico del pepino,CMV,virus,Probable,VERDADERO,
ID_1709148999755,Virus del moteado verde del pepino,CGMMV,virus,Muy improbable,VERDADERO,
ID_1709148999755,Mildiú lanoso de las cucurbitáceas,Pseudoperonospora cubensis,fungi,Muy improbable,VERDADERO,
ID_1709149332856,Moscas minadoras o minadores,Agromyzidae,insect,Probable,VERDADERO,
ID_1709151683699,Oruga de la hoja del arroz,Cnaphalocrocis medinalis,insect,Posible,VERDADERO,
ID_1709151683699,Escarabajo de la hoja del cereal,Oulema melanopus,insect,Muy improbable,VERDADERO,
ID_1709151683699,Helmintosporiosis reticular,Pyrenophora teres,fungi,Muy improbable,VERDADERO,
ID_1709174796799,Moho gris del tomate,Mycovellosiella fulva,fungi,Posible,VERDADERO,
ID_1709174796799,Tizón tardío del tomate,Phytophthora infestans,fungi,Muy improbable,VERDADERO,
ID_1709174796799,Oídio,Erysiphaceae,fungi,Muy improbable,VERDADERO,
ID_1709175054807,Tizón tardío del tomate,Phytophthora infestans,fungi,Probable,VERDADERO,
ID_1709175054807,Tizón temprano,Alternaria solani,fungi,Muy improbable,VERDADERO,
ID_1709175054807,Fusariosis,Fusarium oxysporum,fungi,Muy improbable,VERDADERO,
ID_1709176021148,Oídio,Erysiphaceae,fungi,Muy probable,VERDADERO,
ID_1709176256309,Mancha bacteriana del tomate,Xanthomonas spp. & Pseudomonas syringae pv. tomato,bacteria,Muy probable,VERDADERO,
ID_1709176381087,Virus del mosaico del tomate,TMV,virus,Muy probable,VERDADERO,
ID_1709176530901,Moscas minadoras o minadores,Agromyzidae,insect,Muy probable,VERDADERO,
ID_1709219271234,Moscas minadoras o minadores,Agromyzidae,insect,Muy probable,FALSO,
ID_1709219810086,Mancha por alternaria,Alternaria brassicae,fungi,Muy probable,FALSO,
ID_1709220989573,Áfidos o pulgones,Aphis,insect,Probable,VERDADERO,
ID_1709220989573,Saludables,Healthy,others,Improbable,VERDADERO,
ID_1709220989573,Mosca blanca,Aleyrodidae,insect,Muy improbable,VERDADERO,
ID_1709221796394,Virus del mosaico amarillo del frijol mungo,MYMV,virus,Probable,VERDADERO,
ID_1709224084660,Cogollero del maíz,Spodoptera frugiperda,insect,Probable,VERDADERO,
ID_1709226033254,Gusano bellotero del algodón,Helicoverpa armigera,insect,Probable,VERDADERO,
ID_1709226033254,Tizón tardío del tomate,Phytophthora infestans,fungi,Muy improbable,VERDADERO,
ID_1709226198528,Mancha bacteriana del tomate,Xanthomonas spp. & Pseudomonas syringae pv. tomato,bacteria,Muy probable,VERDADERO,
ID_1709226287085,Tizón tardío del tomate,Phytophthora infestans,fungi,Muy probable,VERDADERO,
ID_1709226287085,Cogollero del Tomate,Tuta Absoluta,insect,Muy improbable,VERDADERO,
ID_1709227007033,Gusano bellotero del algodón,Helicoverpa armigera,insect,Improbable,VERDADERO,
ID_1709227007033,Deficiencia de calcio,Calcium Deficiency,deficiency,Improbable,VERDADERO,
ID_1709227007033,Oruga del tabaco,Spodoptera litura,insect,Muy improbable,VERDADERO,
ID_1709226860579,Oruga del tabaco,Spodoptera litura,insect,Probable,VERDADERO,
ID_1709226860579,Gusano bellotero del algodón,Helicoverpa armigera,insect,Muy improbable,VERDADERO,
ID_1709226860579,Moscas minadoras o minadores,Agromyzidae,insect,Muy improbable,VERDADERO,
ID_1709229643410,Minador del cafeto,Leucoptera sp.,insect,Posible,VERDADERO,
ID_1709229643410,Mancha de hierro,Mycosphaerella coffeicola,fungi,Improbable,VERDADERO,
ID_1709229643410,Roya del cafeto,Hemileia vastatrix,fungi,Muy improbable,VERDADERO,
ID_1709230274036,Minador del cafeto,Leucoptera sp.,insect,Probable,VERDADERO,
ID_1709230274036,Roya del cafeto,Hemileia vastatrix,fungi,Muy improbable,VERDADERO,
ID_1709230274036,Mancha de hierro,Mycosphaerella coffeicola,fungi,Muy improbable,VERDADERO,
ID_1709238300700,Mancha de hierro,Mycosphaerella coffeicola,fungi,Posible,No lo sé,
ID_1709238300700,Saludables,Healthy,others,Posible,VERDADERO,
ID_1709238300700,Roya del cafeto,Hemileia vastatrix,fungi,Muy improbable,VERDADERO,
ID_1709239082893,Saludables,Healthy,others,Posible,VERDADERO,
ID_1709239082893,Trips amarillo,Scirtothrips dorsalis,insect,Improbable,FALSO,
ID_1709239082893,Mancha bacteriana del tomate,Xanthomonas sp.,bacteria,Muy improbable,VERDADERO,
ID_1709246071402,Roya del cafeto,Hemileia vastatrix,fungi,Probable,VERDADERO,
ID_1709302933343,Moscas minadoras o minadores,Agromyzidae,insect,Probable,VERDADERO,
ID_1709313366632,Mancha de hierro,Mycosphaerella coffeicola,fungi,Posible,VERDADERO,
ID_1709313366632,Minador del cafeto,Leucoptera sp.,insect,Improbable,VERDADERO,
ID_1709313366632,Roya del cafeto,Hemileia vastatrix,fungi,Muy improbable,VERDADERO,
ID_1709316587980,Cogollero del maíz,Spodoptera frugiperda,insect,Probable,VERDADERO,
ID_1709316587980,Mancha Foliar por Phaeosphaeria,Phaeosphaeria maydis,fungi,Muy improbable,FALSO,
ID_1709316587980,Bacteriosis de la Raya del Maíz,Pseudomonas syringae pv. syringae,bacteria,Muy improbable,FALSO,
ID_1709323484054,Quema foliar en la cebolla,Pleospora allii,fungi,Muy probable,No lo sé,
ID_1709323484054,Mildiú lanoso,Peronosporales,fungi,Muy improbable,No lo sé,
ID_1709329380411,Minador del cafeto,Leucoptera sp.,insect,Posible,FALSO,
ID_1709329380411,Mancha de hierro,Mycosphaerella coffeicola,fungi,Improbable,FALSO,
ID_1709329380411,Roya del cafeto,Hemileia vastatrix,fungi,Muy improbable,FALSO,
ID_1709329652656,Roya del cafeto,Hemileia vastatrix,fungi,Probable,VERDADERO,
ID_1709329652656,Mancha de hierro,Mycosphaerella coffeicola,fungi,Muy improbable,FALSO,
ID_1709329652656,Minador del cafeto,Leucoptera sp.,insect,Muy improbable,FALSO,
ID_1709330400959,Minador del cafeto,Leucoptera sp.,insect,Posible,FALSO,
ID_1709330400959,Mancha de hierro,Mycosphaerella coffeicola,fungi,Improbable,FALSO,
ID_1709330400959,Roya del cafeto,Hemileia vastatrix,fungi,Muy improbable,FALSO,
ID_1709345050601,Mancha de hierro,Mycosphaerella coffeicola,fungi,Probable,VERDADERO,
ID_1709346477684,Bacteriosis de la Raya del Maíz,Pseudomonas syringae pv. syringae,bacteria,Probable,VERDADERO,
ID_1709346477684,Mancha Foliar por Phaeosphaeria,Phaeosphaeria maydis,fungi,Muy improbable,VERDADERO,
ID_1709346637488,Bacteriosis de la Raya del Maíz,Pseudomonas syringae pv. syringae,bacteria,Probable,VERDADERO,
ID_1709346637488,Mancha Foliar por Phaeosphaeria,Phaeosphaeria maydis,fungi,Muy improbable,VERDADERO,
ID_1709346786060,Cogollero del maíz,Spodoptera frugiperda,insect,Muy probable,VERDADERO,
ID_1709347039564,Pudrición negra,Xanthomonas campestris pv. campestris,bacteria,Posible,VERDADERO,
ID_1709347039564,Mildiú lanoso,Peronosporales,fungi,Posible,VERDADERO,
ID_1709347039564,Chinche bagrada,Bagrada hilaris,insect,Muy improbable,VERDADERO,
ID_1709484280648,Cogollero del maíz,Spodoptera frugiperda,insect,Posible,VERDADERO,
ID_1709484280648,Saludables,Healthy,others,Muy improbable,VERDADERO,
ID_1709484280648,Oruga del tabaco,Spodoptera litura,insect,Muy improbable,VERDADERO,
ID_1709484438495,Cogollero del maíz,Spodoptera frugiperda,insect,Posible,FALSO,
ID_1709484438495,Deficiencia de magnesio,Magnesium Deficiency,deficiency,Improbable,VERDADERO,
ID_1709484438495,Deficiencia de hierro,Iron Deficiency,deficiency,Muy improbable,VERDADERO,
ID_1709510875983,Virus del mosaico del tomate,TMV,virus,Posible,VERDADERO,
ID_1709510875983,Deficiencia de magnesio,Magnesium Deficiency,deficiency,Improbable,No lo sé,
ID_1709510875983,Lesión por glifosato,Herbicide Shikimic acid pathway inhibitors,others,Muy improbable,FALSO,
ID_1709594343909,Saludables,Healthy,others,Probable,FALSO,
ID_1709594343909,Minador del cafeto,Leucoptera sp.,insect,Muy improbable,VERDADERO,
ID_1709594343909,Mancha de hierro,Mycosphaerella coffeicola,fungi,Muy improbable,VERDADERO,
ID_1709640604156,Mancha de hierro,Mycosphaerella coffeicola,fungi,Muy probable,VERDADERO,
ID_1709640604156,Roya del cafeto,Hemileia vastatrix,fungi,Muy improbable,FALSO,
ID_1709640919081,Tizón tardío de la papa,Phytophthora infestans,fungi,Probable,FALSO,
ID_1709640919081,Tizón temprano,Alternaria solani,fungi,Muy improbable,VERDADERO,
ID_1709641083830,Tizón tardío de la papa,Phytophthora infestans,fungi,Muy probable,VERDADERO,
ID_1709654411467,Mancha bacteriana del tomate,Xanthomonas spp. & Pseudomonas syringae pv. tomato,bacteria,Probable,No lo sé,
ID_1709654411467,Tizón temprano,Alternaria solani,fungi,Muy improbable,VERDADERO,
ID_1709672900122,Tizón tardío del tomate,Phytophthora infestans,fungi,Probable,VERDADERO,
ID_1709673089317,Marchitez bacteriana,Ralstonia solanacearum,bacteria,Probable,VERDADERO,
ID_1709673089317,Fusariosis,Fusarium oxysporum,fungi,Muy improbable,VERDADERO,
ID_1709673089317,Saludables,Healthy,others,Muy improbable,VERDADERO,
ID_1709673639894,Deficiencia de nitrógeno,Nitrogen Deficiency,deficiency,Muy probable,VERDADERO,
ID_1709673834597,Marchitez bacteriana de Goss,Clavibacter michiganensis,bacteria,Probable,VERDADERO,
ID_1709673834597,Mancha de asfalto,Phyllachora maydis,fungi,Muy improbable,VERDADERO,
ID_1709673834597,Tizón Foliar por Turcicum,Setosphaeria turcica,fungi,Muy improbable,VERDADERO,
ID_1709678745915,Mancha de asfalto,Phyllachora maydis,fungi,Muy probable,VERDADERO,
ID_1709678871673,Oídio,Erysiphaceae,fungi,Muy probable,VERDADERO,
ID_1709678987047,Roya del frijol,Uromyces appendiculatus,fungi,Muy probable,VERDADERO,
ID_1709679057848,Virus del mosaico amarillo del frijol mungo,MYMV,virus,Probable,VERDADERO,
ID_1709679057848,Virus del mosaico común del frijol,BCMV,virus,Muy improbable,VERDADERO,
ID_1709679116740,Tizón gomoso del tallo de las cucurbitáceas,Stagonosporopsis cucurbitacearum,fungi,Muy probable,No lo sé,
ID_1709679116740,Podredumbre del tallo por Sclerotinia,Sclerotinia sclerotiorum,fungi,Muy improbable,VERDADERO,
ID_1709679482122,Podredumbre apical,Calcium Deficiency Rot,deficiency,Muy probable,VERDADERO,
ID_1709679482122,Antracnosis del Pimiento,Colletotrichum sp.,fungi,Muy improbable,VERDADERO,
ID_1709679608956,Fusariosis,Fusarium oxysporum,fungi,Probable,VERDADERO,
ID_1709679608956,Marchitez bacteriana,Ralstonia solanacearum,bacteria,Muy improbable,VERDADERO,
ID_1709679608956,Tizón tardío del tomate,Phytophthora infestans,fungi,Muy improbable,VERDADERO,
ID_1709680160780,Mildiú lanoso de las cucurbitáceas,Pseudoperonospora cubensis,fungi,Probable,VERDADERO,
ID_1709680301799,Tizón gomoso del tallo de las cucurbitáceas,Stagonosporopsis cucurbitacearum,fungi,Muy probable,VERDADERO,
ID_1709680301799,Podredumbre del tallo por Sclerotinia,Sclerotinia sclerotiorum,fungi,Muy improbable,VERDADERO,
ID_1709680250042,Mildiú lanoso de las cucurbitáceas,Pseudoperonospora cubensis,fungi,Muy probable,VERDADERO,
ID_1709680367549,Mancha bacteriana del tomate,Xanthomonas spp. & Pseudomonas syringae pv. tomato,bacteria,Muy probable,VERDADERO,
ID_1709680636112,Tizón tardío del tomate,Phytophthora infestans,fungi,Probable,FALSO,
ID_1709680636112,Tizón temprano,Alternaria solani,fungi,Muy improbable,VERDADERO,
ID_1709680636112,Cogollero del Tomate,Tuta Absoluta,insect,Muy improbable,FALSO,
ID_1709680878204,Moho gris,Botrytis cinerea,fungi,Improbable,FALSO,
ID_1709680878204,Podredumbre apical,Calcium Deficiency Rot,deficiency,Muy improbable,FALSO,
ID_1709680878204,Podredumbre acuosa de la judía,Choanephora cucurbitarum,fungi,Muy improbable,FALSO,
ID_1709681054188,Roya del cafeto,Hemileia vastatrix,fungi,Muy probable,VERDADERO,
ID_1709681277348,Podredumbre del tallo por Sclerotinia,Sclerotinia sclerotiorum,fungi,Muy probable,FALSO,
ID_1709681277348,Tizón gomoso del tallo de las cucurbitáceas,Stagonosporopsis cucurbitacearum,fungi,Muy improbable,FALSO,
ID_1709681306192,Áfidos o pulgones,Aphis,insect,Probable,VERDADERO,
ID_1709681306192,Áfidos o pulgones,Aphis,insect,Probable,VERDADERO,
ID_1709681786171,Roya del cafeto,Hemileia vastatrix,fungi,Muy probable,VERDADERO,
ID_1709681786171,Minador del cafeto,Leucoptera sp.,insect,Muy improbable,FALSO,
ID_1709695347463,Cogollero del maíz,Spodoptera frugiperda,insect,Probable,VERDADERO,
ID_1709695527426,Moscas minadoras o minadores,Agromyzidae,insect,Muy probable,VERDADERO,
ID_1709695689898,Tizón temprano,Alternaria solani,fungi,Probable,VERDADERO,
ID_1709695846059,Tizón tardío del tomate,Phytophthora infestans,fungi,Probable,VERDADERO,
ID_1709695846059,Cogollero del Tomate,Tuta Absoluta,insect,Muy improbable,VERDADERO,
ID_1709695846059,Tizón tardío del tomate,Phytophthora infestans,fungi,Probable,VERDADERO,
ID_1709695846059,Cogollero del Tomate,Tuta Absoluta,insect,Muy improbable,VERDADERO,
ID_1709696210208,Mancha bacteriana del tomate,Xanthomonas spp. & Pseudomonas syringae pv. tomato,bacteria,Muy probable,VERDADERO,
ID_1709701715097,Mancha de hierro,Mycosphaerella coffeicola,fungi,Muy probable,VERDADERO,
ID_1709701715097,Roya del cafeto,Hemileia vastatrix,fungi,Muy improbable,VERDADERO,
ID_1709747688785,Mancha por alternaria,Alternaria brassicae,fungi,Probable,VERDADERO,
ID_1709747688785,Pudrición negra,Xanthomonas campestris pv. campestris,bacteria,Muy improbable,VERDADERO,
ID_1709747688785,Podredumbre del tallo por Sclerotinia,Sclerotinia sclerotiorum,fungi,Muy improbable,VERDADERO,
ID_1709749356104,Moscas minadoras o minadores,Agromyzidae,insect,Muy probable,VERDADERO,
ID_1709749496857,Virus del mosaico del tomate,TMV,virus,Muy probable,VERDADERO,
ID_1709749496857,Virus del rizado amarillo de la hoja del tomate,TYLCV,virus,Muy improbable,VERDADERO,
ID_1709749624898,Mosca blanca,Aleyrodidae,insect,Probable,VERDADERO,
ID_1709749624898,Saludables,Healthy,others,Muy improbable,VERDADERO,
ID_1709750961380,Mancha de hierro,Mycosphaerella coffeicola,fungi,Improbable,VERDADERO,
ID_1709750961380,Minador del cafeto,Leucoptera sp.,insect,Improbable,VERDADERO,
ID_1709750961380,Roya del cafeto,Hemileia vastatrix,fungi,Muy improbable,VERDADERO,
ID_1709751470283,Marchitez bacteriana,Ralstonia solanacearum,bacteria,Posible,VERDADERO,
ID_1709751470283,Daños en el desarrollo por herbicidas,Herbicides Growth Regulators,others,Improbable,FALSO,
ID_1709751470283,Rizado de las hojas del tomate,Physiological Disorder,others,Muy improbable,FALSO,
ID_1709751663257,Marchitez bacteriana,Ralstonia solanacearum,bacteria,Probable,VERDADERO,
ID_1709751663257,Fusariosis,Fusarium oxysporum,fungi,Muy improbable,VERDADERO,
ID_1709751789243,Sigatoka negra y amarilla,Mycosphaerella sp.,fungi,Posible,VERDADERO,
ID_1709751789243,Deficiencia de potasio,Potassium Deficiency,deficiency,Muy improbable,FALSO,
ID_1709751789243,Saludables,Healthy,others,Muy improbable,FALSO,
ID_1709751916894,Virus del mosaico del pepino,CMV,virus,Posible,FALSO,
ID_1709751916894,Tizón gomoso del tallo de las cucurbitáceas,Stagonosporopsis cucurbitacearum,fungi,Improbable,VERDADERO,
ID_1709751916894,Mildiú lanoso de las cucurbitáceas,Pseudoperonospora cubensis,fungi,Muy improbable,FALSO,
ID_1709752092815,Virus del mosaico del pepino,CMV,virus,Posible,FALSO,
ID_1709752092815,Antracnosis de las cucurbitáceas,Glomerella lagenarium,fungi,Muy improbable,VERDADERO,
ID_1709752092815,Moscas minadoras o minadores,Agromyzidae,insect,Muy improbable,FALSO,
ID_1709752222457,Mildiú lanoso de las cucurbitáceas,Pseudoperonospora cubensis,fungi,Probable,VERDADERO,
ID_1709752222457,Antracnosis de las cucurbitáceas,Glomerella lagenarium,fungi,Muy improbable,No lo sé,
ID_1709752388974,Virus del mosaico del pepino,CMV,virus,Probable,No lo sé,
ID_1709752541977,Áfidos o pulgones,Aphis,insect,Muy probable,No lo sé,
ID_1709752811336,Cancro de los cítricos,Xanthomonas axonopodis pv. citri,bacteria,Probable,No lo sé,
ID_1709752811336,Leprosis de los cítricos,Citrus leprosis virus sensu lato,virus,Muy improbable,No lo sé,
ID_1709752811336,Huanglongbing (HLB) de los cítricos,Liberibacter asiaticus,bacteria,Muy improbable,FALSO,
ID_1709750961380,Mancha de hierro,Mycosphaerella coffeicola,fungi,Improbable,VERDADERO,
ID_1709750961380,Minador del cafeto,Leucoptera sp.,insect,Improbable,VERDADERO,
ID_1709750961380,Roya del cafeto,Hemileia vastatrix,fungi,Muy improbable,VERDADERO,
ID_1709750961380,Mancha de hierro,Mycosphaerella coffeicola,fungi,Improbable,VERDADERO,
ID_1709750961380,Minador del cafeto,Leucoptera sp.,insect,Improbable,VERDADERO,
ID_1709750961380,Roya del cafeto,Hemileia vastatrix,fungi,Muy improbable,VERDADERO,
ID_1709820534885,Tizón temprano,Alternaria solani,fungi,Muy probable,VERDADERO,
ID_1709820534885,Tizón tardío de la papa,Phytophthora infestans,fungi,Muy improbable,FALSO,
ID_1709820717226,Pudrición negra,Xanthomonas campestris pv. campestris,bacteria,Muy probable,VERDADERO,
ID_1709820808354,Deficiencia de magnesio,Magnesium Deficiency,deficiency,Probable,No lo sé,
ID_1709859591658,Moscas minadoras o minadores,Agromyzidae,insect,Probable,VERDADERO,
ID_1709860062975,Tizón temprano,Alternaria solani,fungi,Posible,VERDADERO,
ID_1709860062975,Mancha bacteriana del tomate,Xanthomonas spp. & Pseudomonas syringae pv. tomato,bacteria,Improbable,VERDADERO,
ID_1709860062975,Moscas minadoras o minadores,Agromyzidae,insect,Muy improbable,VERDADERO,
ID_1709860786281,Pudrición negra,Xanthomonas campestris pv. campestris,bacteria,Probable,VERDADERO,
ID_1709860786281,Mancha por alternaria,Alternaria brassicae,fungi,Muy improbable,VERDADERO,
ID_1709860786281,Mildiú lanoso,Peronosporales,fungi,Muy improbable,VERDADERO,
ID_1709910982497,Tizón tardío del tomate,Phytophthora infestans,fungi,Posible,No lo sé,
ID_1709910982497,Moscas minadoras o minadores,Agromyzidae,insect,Improbable,VERDADERO,
ID_1709910982497,Cogollero del Tomate,Tuta Absoluta,insect,Muy improbable,VERDADERO,
ID_1709911183747,Moscas minadoras o minadores,Agromyzidae,insect,Probable,VERDADERO,
ID_1709911183747,Tizón tardío del tomate,Phytophthora infestans,fungi,Muy improbable,VERDADERO,
ID_1709911304037,Cicatriz leñosa pistilar o carigato,Physiological Disorder,others,Probable,VERDADERO,
ID_1709911304037,Cremallera del tomate,Physiological Disorder,others,Improbable,VERDADERO,
ID_1709911304037,Cicatriz leñosa pistilar o carigato,Physiological Disorder,others,Probable,VERDADERO,
ID_1709911304037,Cremallera del tomate,Physiological Disorder,others,Improbable,VERDADERO,
ID_1709911729037,Cicatriz leñosa pistilar o carigato,Physiological Disorder,others,Posible,VERDADERO,
ID_1709911729037,Cremallera del tomate,Physiological Disorder,others,Improbable,VERDADERO,
ID_1709911729037,Moho gris,Botrytis cinerea,fungi,Muy improbable,VERDADERO,
ID_1709912053308,Cicatriz leñosa pistilar o carigato,Physiological Disorder,others,Probable,VERDADERO,
ID_1709912053308,Cremallera del tomate,Physiological Disorder,others,Improbable,VERDADERO,
ID_1709912053308,Agrietamiento del tomate por crecimiento,Fruit Deformation,others,Muy improbable,VERDADERO,
ID_1709912701824,Moscas minadoras o minadores,Agromyzidae,insect,Muy probable,VERDADERO,
ID_1709912701824,Deficiencia de fósforo,Phosphorus Deficiency,deficiency,Muy improbable,VERDADERO,
ID_1709913287086,Quemadura solar abiótica,Abiotic Sunburn,others,Muy probable,VERDADERO,
ID_1709913287086,Podredumbre apical,Calcium Deficiency Rot,deficiency,Muy improbable,VERDADERO,
ID_1709923710612,Moscas minadoras o minadores,Agromyzidae,insect,Muy probable,VERDADERO,
ID_1709923802399,Trips o arañuelas,Thysanoptera,insect,Posible,VERDADERO,
ID_1709923802399,Quema foliar en la cebolla,Pleospora allii,fungi,Improbable,VERDADERO,
ID_1709923802399,Botritis de la Cebolla,Botryotinia squamosa,fungi,Improbable,VERDADERO,
ID_1709924019729,Quema foliar en la cebolla,Pleospora allii,fungi,Posible,VERDADERO,
ID_1709924019729,Botritis de la Cebolla,Botryotinia squamosa,fungi,Improbable,VERDADERO,
ID_1709924019729,Mildiú lanoso,Peronosporales,fungi,Muy improbable,VERDADERO,
ID_1709924153890,Botritis de la Cebolla,Botryotinia squamosa,fungi,Probable,VERDADERO,
ID_1709924153890,Trips o arañuelas,Thysanoptera,insect,Muy improbable,VERDADERO,
ID_1709924153890,Quema foliar en la cebolla,Pleospora allii,fungi,Muy improbable,VERDADERO,
ID_1709924312861,Botritis de la Cebolla,Botryotinia squamosa,fungi,Posible,VERDADERO,
ID_1709924312861,Trips o arañuelas,Thysanoptera,insect,Improbable,VERDADERO,
ID_1709924312861,Moscas minadoras o minadores,Agromyzidae,insect,Muy improbable,VERDADERO,
ID_1709928806247,Quema foliar en la cebolla,Pleospora allii,fungi,Probable,VERDADERO,
ID_1709928806247,Botritis de la Cebolla,Botryotinia squamosa,fungi,Improbable,VERDADERO,
ID_1709928806247,Trips o arañuelas,Thysanoptera,insect,Muy improbable,VERDADERO,
ID_1709928909495,Trips o arañuelas,Thysanoptera,insect,Posible,VERDADERO,
ID_1709928909495,Saludables,Healthy,others,Improbable,VERDADERO,
ID_1709928909495,Botritis de la Cebolla,Botryotinia squamosa,fungi,Muy improbable,VERDADERO,
ID_1709929138331,Botritis de la Cebolla,Botryotinia squamosa,fungi,Posible,VERDADERO,
ID_1709929138331,Quema foliar en la cebolla,Pleospora allii,fungi,Improbable,VERDADERO,
ID_1709929138331,Trips o arañuelas,Thysanoptera,insect,Muy improbable,VERDADERO,
ID_1709929349348,Quema foliar en la cebolla,Pleospora allii,fungi,Muy probable,VERDADERO,
ID_1709929349348,Mildiú lanoso,Peronosporales,fungi,Muy improbable,VERDADERO,
ID_1709929349348,Botritis de la Cebolla,Botryotinia squamosa,fungi,Muy improbable,VERDADERO,
ID_1709929649059,Quema foliar en la cebolla,Pleospora allii,fungi,Probable,VERDADERO,
ID_1709929649059,Mildiú lanoso,Peronosporales,fungi,Muy improbable,VERDADERO,
ID_1709929649059,Botritis de la Cebolla,Botryotinia squamosa,fungi,Muy improbable,VERDADERO,
ID_1709931727497,Minador del cafeto,Leucoptera sp.,insect,Improbable,FALSO,
ID_1709931727497,Saludables,Healthy,others,Improbable,FALSO,
ID_1709931727497,Mancha de hierro,Mycosphaerella coffeicola,fungi,Improbable,No lo sé,
ID_1709931909356,Minador del cafeto,Leucoptera sp.,insect,Improbable,No lo sé,
ID_1709931909356,Mancha de hierro,Mycosphaerella coffeicola,fungi,Improbable,FALSO,
ID_1709931909356,Roya del cafeto,Hemileia vastatrix,fungi,Improbable,FALSO,
ID_1709932196753,Alticinos,Chrysomelidae,insect,Posible,VERDADERO,
ID_1709932196753,Moscas minadoras o minadores,Agromyzidae,insect,Improbable,VERDADERO,
ID_1710024994938,Mosca blanca,Aleyrodidae,insect,Posible,VERDADERO,
ID_1710024994938,Mildiú lanoso de las cucurbitáceas,Pseudoperonospora cubensis,fungi,Improbable,VERDADERO,
ID_1710024994938,Áfidos o pulgones,Aphis,insect,Muy improbable,VERDADERO,
ID_1710025347049,Mildiú lanoso de las cucurbitáceas,Pseudoperonospora cubensis,fungi,Probable,VERDADERO,
ID_1710025347049,Moscas minadoras o minadores,Agromyzidae,insect,Muy improbable,VERDADERO,
ID_1710025347049,Tizón gomoso del tallo de las cucurbitáceas,Stagonosporopsis cucurbitacearum,fungi,Muy improbable,VERDADERO,
ID_1710108702813,Escarabajo de las hojas,Epilachna vigintioctopunctata,insect,Posible,VERDADERO,
ID_1710108702813,Oruga del tabaco,Spodoptera litura,insect,Muy improbable,VERDADERO,
ID_1710108702813,Alticinos,Chrysomelidae,insect,Muy improbable,VERDADERO,
ID_1710108888891,Gusano bellotero del algodón,Helicoverpa armigera,insect,Probable,VERDADERO,
ID_1710108888891,Oruga del tabaco,Spodoptera litura,insect,Muy improbable,VERDADERO,
ID_1710176769262,Saludables,Healthy,others,Posible,VERDADERO,
ID_1710176769262,Minador del cafeto,Leucoptera sp.,insect,Improbable,VERDADERO,
ID_1710176769262,Mancha de hierro,Mycosphaerella coffeicola,fungi,Muy improbable,VERDADERO,
ID_1710188371968,Virus del mosaico del pepino,CMV,virus,Probable,VERDADERO,
ID_1710188494381,Mildiú lanoso de las cucurbitáceas,Pseudoperonospora cubensis,fungi,Probable,VERDADERO,
ID_1710188494381,Antracnosis de las cucurbitáceas,Glomerella lagenarium,fungi,Muy improbable,VERDADERO,
ID_1710188592755,Punta de Cigarro,Trachysphaera fructigena,fungi,Probable,VERDADERO,
ID_1710188592755,Saludables,Healthy,others,Improbable,FALSO,
ID_1710188592755,Trips o arañuelas,Thysanoptera,insect,Muy improbable,FALSO,
ID_1710188827230,Marchitez bacteriana,Ralstonia solanacearum,bacteria,Probable,VERDADERO,
ID_1710188827230,Fusariosis,Fusarium oxysporum,fungi,Muy improbable,VERDADERO,
ID_1710188827230,Saludables,Healthy,others,Muy improbable,VERDADERO,
ID_1710189294712,Mancha bacteriana del tomate,Xanthomonas spp. & Pseudomonas syringae pv. tomato,bacteria,Probable,VERDADERO,
ID_1710191839798,Moscas minadoras o minadores,Agromyzidae,insect,Probable,VERDADERO,
ID_1710191839798,Rizado de las hojas del tomate,Physiological Disorder,others,Muy improbable,VERDADERO,
ID_1710191839798,Oídio,Erysiphaceae,fungi,Muy improbable,No lo sé,
ID_1710191924051,Virus del rizado amarillo de la hoja del tomate,TYLCV,virus,Muy probable,VERDADERO,
ID_1710192193545,Tizón gomoso del tallo de las cucurbitáceas,Stagonosporopsis cucurbitacearum,fungi,Muy probable,VERDADERO,
ID_1710192193545,Podredumbre del tallo por Sclerotinia,Sclerotinia sclerotiorum,fungi,Muy improbable,VERDADERO,
ID_1710218890866,Moscas minadoras o minadores,Agromyzidae,insect,Posible,VERDADERO,
ID_1710218890866,Cercosporiosis del pimiento,Cercospora capsici,fungi,Posible,VERDADERO,
ID_1710218890866,Peste negra del tomate,TSWV,virus,Muy improbable,VERDADERO,
ID_1710219047001,Moscas minadoras o minadores,Agromyzidae,insect,Probable,VERDADERO,
ID_1710219205421,Tizón temprano,Alternaria solani,fungi,Posible,VERDADERO,
ID_1710219205421,Moho gris del tomate,Mycovellosiella fulva,fungi,Improbable,VERDADERO,
ID_1710219205421,Tizón tardío del tomate,Phytophthora infestans,fungi,Muy improbable,VERDADERO,
ID_1710219486496,Saludables,Healthy,others,Posible,VERDADERO,
ID_1710219486496,Trips o arañuelas,Thysanoptera,insect,Improbable,VERDADERO,
ID_1710219486496,Cremallera del tomate,Physiological Disorder,others,Muy improbable,VERDADERO,
ID_1710219670203,Moscas minadoras o minadores,Agromyzidae,insect,Probable,VERDADERO,
ID_1710219850805,Mosca blanca,Aleyrodidae,insect,Probable,VERDADERO,
ID_1710259127717,Tizón tardío de la papa,Phytophthora infestans,fungi,Posible,VERDADERO,
ID_1710259127717,Moscas minadoras o minadores,Agromyzidae,insect,Posible,FALSO,
